                  epoch,        train/giou_loss,         train/cls_loss,          train/l1_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),          val/giou_loss,           val/cls_loss,            val/l1_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     75,                0.31149,                0.58491,                0.47745,                0.81525,                0.81145,                0.79465,                0.48252,                0.36963,                0.57144,                0.63469,                 0.0001,                 0.0001,                 0.0001
                     76,                0.31364,                 0.5711,                0.47783,                0.72997,                 0.7455,                0.67541,                0.35113,                0.45491,                0.72972,                0.85211,                 0.0001,                 0.0001,                 0.0001
                     77,                0.31374,                 0.5966,                0.48717,                0.80264,                 0.7942,                0.76919,                 0.4628,                0.35851,                0.65081,                0.60799,                 0.0001,                 0.0001,                 0.0001
                     78,                0.30427,                0.60688,                0.46972,                0.81319,                0.78917,                0.77306,                0.43357,                0.38351,                0.60879,                0.68977,                 0.0001,                 0.0001,                 0.0001
                     79,                0.31792,                0.58204,                0.49628,                0.82819,                0.77542,                0.75895,                  0.456,                0.36267,                0.64064,                0.60667,                 0.0001,                 0.0001,                 0.0001
                     80,                0.30131,                 0.5747,                0.46524,                0.83374,                0.83098,                0.81898,                0.47485,                0.38576,                 0.5717,                0.68116,                 0.0001,                 0.0001,                 0.0001
                     81,                 0.3016,                0.58841,                0.45684,                0.79529,                0.75919,                 0.7627,                0.45534,                0.36507,                0.64078,                0.61848,                 0.0001,                 0.0001,                 0.0001
                     82,                0.30288,                 0.5409,                0.46536,                0.78384,                0.64254,                0.63185,                0.38722,                0.35533,                0.82849,                0.60822,                 0.0001,                 0.0001,                 0.0001
                     83,                0.29424,                0.52105,                 0.4506,                0.81904,                0.68584,                0.67391,                0.40414,                0.35368,                 0.7578,                0.60378,                 0.0001,                 0.0001,                 0.0001
                     84,                0.29837,                0.55353,                0.46168,                0.81003,                0.72442,                0.74255,                0.46058,                0.35503,                 0.6179,                0.59163,                 0.0001,                 0.0001,                 0.0001
