                  epoch,        train/giou_loss,         train/cls_loss,          train/l1_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),          val/giou_loss,           val/cls_loss,            val/l1_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     83,                0.26806,                0.54959,                0.39741,                0.77963,                0.77873,                0.77003,                0.56025,                0.29443,                0.70142,                0.46418,                 0.0001,                 0.0001,                 0.0001
                     84,                0.26252,                0.60117,                0.39316,                0.72555,                0.80037,                0.75504,                0.51204,                0.32831,                0.76144,                0.56172,                 0.0001,                 0.0001,                 0.0001
                     85,                0.26509,                0.56657,                0.39626,                0.81024,                0.79514,                0.80701,                0.59067,                0.28432,                0.66469,                0.42306,                 0.0001,                 0.0001,                 0.0001
                     86,                0.26849,                0.51356,                0.40486,                0.77745,                 0.8192,                0.80157,                0.58154,                0.29211,                 0.6962,                0.46222,                 0.0001,                 0.0001,                 0.0001
                     87,                0.27033,                0.54828,                0.40466,                0.82776,                0.76867,                0.78496,                0.56368,                0.29575,                0.67306,                0.47288,                 0.0001,                 0.0001,                 0.0001
                     88,                0.26099,                0.49724,                0.38668,                0.86779,                0.79146,                0.83067,                0.59998,                0.30521,                0.63147,                0.48441,                 0.0001,                 0.0001,                 0.0001
                     89,                0.26527,                 0.5288,                0.39661,                0.85152,                0.80088,                0.80909,                0.58641,                0.31054,                0.60959,                0.48738,                 0.0001,                 0.0001,                 0.0001
                     90,                0.26176,                0.54101,                0.39071,                0.85756,                0.81195,                0.83216,                0.62131,                0.28073,                0.64642,                0.44358,                 0.0001,                 0.0001,                 0.0001
                     91,                0.26252,                0.50506,                0.39097,                0.76942,                0.80859,                0.78881,                0.58597,                0.27907,                0.66581,                0.44101,                 0.0001,                 0.0001,                 0.0001
                     92,                0.25605,                0.51866,                0.38146,                0.81997,                0.86353,                0.86147,                0.63592,                0.28533,                 0.6145,                0.44638,                 0.0001,                 0.0001,                 0.0001
                     93,                0.26798,                0.50222,                0.39686,                0.80173,                0.81408,                0.80977,                0.58717,                0.29775,                0.66522,                0.45929,                 0.0001,                 0.0001,                 0.0001
                     94,                0.25845,                0.53121,                0.39677,                0.81764,                 0.8345,                 0.8076,                 0.5913,                0.27737,                0.63902,                0.43058,                 0.0001,                 0.0001,                 0.0001
                     95,                0.26904,                 0.5184,                0.39948,                0.83514,                0.81179,                0.82854,                0.61555,                0.28065,                0.62799,                0.43522,                 0.0001,                 0.0001,                 0.0001
                     96,                0.25788,                0.49845,                0.37811,                0.88497,                0.75943,                 0.7764,                0.58891,                0.26872,                0.70864,                0.42228,                 0.0001,                 0.0001,                 0.0001
                     97,                0.25495,                0.51956,                0.37165,                0.86938,                0.75964,                0.78491,                 0.5772,                 0.2854,                0.69161,                0.43505,                 0.0001,                 0.0001,                 0.0001
                     98,                0.26234,                0.48923,                0.39341,                0.81702,                0.84148,                 0.8391,                0.62139,                0.28235,                0.65941,                0.43643,                 0.0001,                 0.0001,                 0.0001
                     99,                0.27859,                0.46948,                0.41009,                0.85057,                0.84642,                0.84935,                0.63548,                0.28474,                0.60642,                0.44568,                 0.0001,                 0.0001,                 0.0001
                    100,                0.26297,                0.47672,                0.39324,                0.82776,                0.81421,                  0.823,                0.59549,                0.30405,                0.64471,                0.49911,                 0.0001,                 0.0001,                 0.0001
                    101,                0.24324,                0.48607,                0.37127,                0.83531,                0.82627,                0.82651,                0.60508,                0.28067,                0.61731,                0.44758,                 0.0001,                 0.0001,                 0.0001
                    102,                0.24882,                0.52661,                0.36686,                0.81813,                0.80157,                0.80745,                0.58648,                0.29666,                0.64373,                0.46774,                 0.0001,                 0.0001,                 0.0001
                    103,                 0.2569,                0.49529,                0.37729,                0.84323,                0.82677,                0.84796,                0.63799,                0.26184,                 0.6741,                 0.4033,                 0.0001,                 0.0001,                 0.0001
                    104,                 0.2504,                0.48057,                0.37583,                0.81524,                0.76903,                0.80624,                0.57153,                0.30875,                0.75544,                0.50389,                 0.0001,                 0.0001,                 0.0001
                    105,                0.25706,                0.50391,                 0.3861,                0.84229,                0.84733,                0.85495,                0.64052,                0.28645,                0.54444,                0.44879,                 0.0001,                 0.0001,                 0.0001
                    106,                0.24715,                0.49226,                0.36687,                0.83887,                0.81423,                0.84059,                0.61809,                0.29049,                 0.6085,                0.46132,                 0.0001,                 0.0001,                 0.0001
                    107,                0.24489,                0.47061,                0.36788,                0.81919,                0.83276,                0.83721,                0.62291,                0.28297,                0.61969,                0.44791,                 0.0001,                 0.0001,                 0.0001
                    108,                0.24864,                0.46795,                0.37286,                0.87636,                0.82436,                0.85348,                 0.6495,                0.26819,                0.57388,                 0.4198,                 0.0001,                 0.0001,                 0.0001
                    109,                0.24808,                0.46441,                0.35994,                0.86702,                0.82113,                0.83846,                0.64111,                0.27342,                0.55413,                 0.4226,                 0.0001,                 0.0001,                 0.0001
                    110,                0.24757,                0.45894,                0.36841,                0.84274,                 0.8553,                0.85158,                0.64436,                0.28058,                0.60848,                0.43598,                 0.0001,                 0.0001,                 0.0001
                    111,                0.24448,                0.45782,                0.36219,                0.84288,                0.79889,                0.83119,                0.63314,                0.28435,                0.60002,                 0.4392,                 0.0001,                 0.0001,                 0.0001
                    112,                  0.254,                0.48923,                0.38098,                0.87219,                0.83779,                0.85608,                0.63476,                0.28212,                0.58493,                0.44017,                 0.0001,                 0.0001,                 0.0001
                    113,                0.24556,                0.46156,                0.36425,                0.81583,                0.82939,                0.83712,                0.63595,                0.26743,                0.66398,                0.40942,                 0.0001,                 0.0001,                 0.0001
